Geo Point;Geo Shape;objectid;shape_leng;insee;nomcom;numdep;fusioinsee;nomcomto;st_areasha;st_lengths
48.9973952578,1.51644406225;"{""coordinates"": [[[1.520304411237761, 48.978234033522355], [1.518387886304517, 48.978363269223756], [1.513492536461815, 48.978500562879695], [1.507903177403448, 48.983773469784296], [1.490881949439212, 49.00477670395777], [1.496776789939032, 49.018844646817406], [1.507592950063195, 49.011703868109315], [1.51731939646369, 49.010547335789084], [1.539108020281838, 49.00145228141082], [1.545971290807127, 48.992614019465066], [1.54605998075832, 48.99188661196106], [1.538907331022026, 48.987203965986374], [1.529497023274456, 48.98605471186479], [1.520304411237761, 48.978234033522355]]], ""type"": ""Polygon""}";419;12940.1598741;78344;Lommoye;78;;Lommoye;9500915.0;12940.159874116138
48.5778313904,2.22141176606;"{""coordinates"": [[[2.226369144502723, 48.566758152676506], [2.220340907969716, 48.57199936749748], [2.211118362463291, 48.56961764578736], [2.198514645416659, 48.57566858299416], [2.199097780809746, 48.580089456379376], [2.213635778196261, 48.58251631849727], [2.234895693911887, 48.58896989478758], [2.24083903529149, 48.57839299135336], [2.238079101434061, 48.57613540284471], [2.226369144502723, 48.566758152676506]]], ""type"": ""Polygon""}";420;8866.14347751;91207;Égly;91;;Egly;4189766.0;8866.143477507898
48.6416446846,1.94488436228;"{""coordinates"": [[[1.931527978866579, 48.6109223325328], [1.926605367157216, 48.62075556481658], [1.904752584794914, 48.635363771705435], [1.909677692704536, 48.65238388353102], [1.909021994452394, 48.65778426330368], [1.928792753748438, 48.660401405127736], [1.929866016357921, 48.66369442456898], [1.9456759226586, 48.65613512691274], [1.961660388689248, 48.664173531903934], [1.981848817154452, 48.66163105260696], [1.987815696076556, 48.656428505493764], [1.98021739020667, 48.64779996173884], [1.977788851558517, 48.631047235372144], [1.966184952867383, 48.62420027165692], [1.941800482539551, 48.61883149835898], [1.931527978866579, 48.6109223325328]]], ""type"": ""Polygon""}";421;20162.0811645;78125;La Celle-les-Bordes;78;;Celle-les-Bordes (la);22646782.5;20162.081164487237
48.4958030642,1.87115102424;"{""coordinates"": [[[1.872555198154879, 48.47674422715659], [1.865471369077016, 48.48081537920566], [1.850012013843413, 48.47919118014294], [1.842812985133985, 48.49514486017748], [1.839353640223207, 48.50160687408742], [1.863077498851095, 48.50824199104749], [1.867659843035276, 48.514241602213694], [1.882572679741376, 48.51405887696274], [1.891497051675922, 48.511461435079255], [1.893040313725698, 48.50506114386727], [1.897868842151935, 48.5046471951007], [1.900958468032406, 48.492233240689295], [1.892002913677939, 48.48943299217965], [1.88539506931078, 48.48064415968389], [1.872555198154879, 48.47674422715659]]], ""type"": ""Polygon""}";422;14278.690086300001;78071;Boinville-le-Gaillard;78;;Boinville-le-Gaillard;12619620.5;14278.690086277487
48.7976502878,2.54157630073;"{""coordinates"": [[[2.555456854488504, 48.79209688516368], [2.550836296036542, 48.7975388751226], [2.545588002293612, 48.79209574335991], [2.535722912296086, 48.791671088735114], [2.526288290534009, 48.784331000522094], [2.517879872886362, 48.785511553090856], [2.516863820237242, 48.786469801081104], [2.523117967605095, 48.79466138652763], [2.5222831408805, 48.804065601335566], [2.53650633652522, 48.806145196458424], [2.55095597950798, 48.8041947378821], [2.558510958867672, 48.80759553820274], [2.559351919852531, 48.804756614756144], [2.567990673850116, 48.80396971466263], [2.571680824810041, 48.79894647520162], [2.555456854488504, 48.79209688516368]]], ""type"": ""Polygon""}";427;11859.6378632;94019;Chennevières-sur-Marne;94;;Chennevières-sur-Marne;5225200.0;11859.637863225038
48.3134232598,2.88922235899;"{""coordinates"": [[[2.889884946512368, 48.286060112861286], [2.871221113865781, 48.293922952777535], [2.869729438370113, 48.302819649861576], [2.859047115958201, 48.30851166925028], [2.859227638601383, 48.31161592698781], [2.868776345832427, 48.3118878165676], [2.870495226823397, 48.31496675248812], [2.868451761184563, 48.33384047758507], [2.896935871837184, 48.32730981816156], [2.915404551007752, 48.336735390409224], [2.922065109369869, 48.331404705428234], [2.889884946512368, 48.286060112861286]]], ""type"": ""Polygon""}";443;17471.3904774;77161;Dormelles;77;;Dormelles;13381767.0;17471.39047735554
48.6420172822,2.86359124408;"{""coordinates"": [[[2.888031520886282, 48.64439322123676], [2.873667413347579, 48.63449344932297], [2.864338522817833, 48.63141590923016], [2.85967977552893, 48.63296664239541], [2.848517885109847, 48.64001399961028], [2.846696602821329, 48.65015788959896], [2.848731819891708, 48.65521557801326], [2.859462321852804, 48.6482487317625], [2.888031520886282, 48.64439322123676]]], ""type"": ""Polygon""}";445;8787.00216263;77029;Beauvoir;77;;Beauvoir;3868698.0;8787.002162623954
48.6799468611,2.74754781347;"{""coordinates"": [[[2.744390994217037, 48.6619904573869], [2.737956025604708, 48.66990086022675], [2.726093672876227, 48.67378689550857], [2.727078037078402, 48.68034626800145], [2.737787690045034, 48.68722419647147], [2.722384758198089, 48.69448393026403], [2.732483958755246, 48.69629691994622], [2.757262261934733, 48.69143890357546], [2.773057875450736, 48.68001089940495], [2.761739760956662, 48.66887139927419], [2.744390994217037, 48.6619904573869]]], ""type"": ""Polygon""}";446;12572.7632247;77136;Courquetaine;77;;Courquetaine;7880829.5;12572.763224658536
48.6034809251,2.46934079002;"{""coordinates"": [[[2.481253208809742, 48.580205607918366], [2.47834977084546, 48.57361716222225], [2.473848917558093, 48.57770832140335], [2.4695700366914, 48.578552898720865], [2.46439552773995, 48.594055956479764], [2.450467092051463, 48.59548571501211], [2.453480296121282, 48.604333079353644], [2.436981317437064, 48.61117363711146], [2.470342722641954, 48.625494237443036], [2.47102432266005, 48.62518243413767], [2.485775647102268, 48.61531629368249], [2.490357142177879, 48.607357160182445], [2.482368683850291, 48.582567292334545], [2.481253208809742, 48.580205607918366]]], ""type"": ""Polygon""}";460;15478.197783900001;91174;Corbeil-Essonnes;91;;Corbeil-Essonnes;10870820.5;15478.197783885074
48.9361847458,2.42827855593;"{""coordinates"": [[[2.422030051684826, 48.92962896784936], [2.414822678842123, 48.933361991154165], [2.417537018801961, 48.93962520793822], [2.435032843427174, 48.9450866054868], [2.433040152363952, 48.938773287172], [2.442243793127893, 48.937215756441645], [2.444335049405935, 48.93440173661055], [2.440409478269781, 48.93262088254332], [2.422030051684826, 48.92962896784936]]], ""type"": ""Polygon""}";467;6312.229155499999;93013;Le Bourget;93;;Bourget (le);2040959.5;6312.2291554923295
49.0548422566,2.17397254184;"{""coordinates"": [[[2.168297572502584, 49.03161543184245], [2.155762770860705, 49.0363118333563], [2.158661479406161, 49.04226702251259], [2.15160386730381, 49.047261976171804], [2.152078555521406, 49.057561267358885], [2.145384235224038, 49.06691947860138], [2.166060898613766, 49.06443909738163], [2.188902436293081, 49.072148647865085], [2.2026844907201, 49.06502038712102], [2.204058875324445, 49.061064056113175], [2.194173213272378, 49.05001891978854], [2.175299953419496, 49.045358815141576], [2.17388648384732, 49.03876684832007], [2.168297572502584, 49.03161543184245]]], ""type"": ""Polygon""}";470;14483.655307500001;95394;Méry-sur-Oise;95;;Méry-sur-Oise;9958835.0;14483.655307502273
48.8439307646,1.79700207496;"{""coordinates"": [[[1.785211745717036, 48.8303192572974], [1.778040029701331, 48.8323059317282], [1.791696954851193, 48.85439994269099], [1.805999684100539, 48.86012894348131], [1.812676496076097, 48.85306295718061], [1.810673912665453, 48.8428705153615], [1.799232429734001, 48.83141426641255], [1.785211745717036, 48.8303192572974]]], ""type"": ""Polygon""}";475;9082.86708496;78036;Autouillet;78;;Autouillet;4983290.5;9082.86708495815
48.7030582245,3.29070185635;"{""coordinates"": [[[3.301420311084735, 48.68291306734552], [3.282980550115958, 48.68669101688757], [3.263886860639173, 48.68525068599606], [3.260979297062269, 48.68786551675808], [3.262304779149535, 48.69753174779633], [3.276861448163169, 48.69581687349293], [3.278997318275884, 48.698870033193394], [3.272696233106311, 48.70738438040258], [3.273533106746536, 48.71408330315584], [3.291596037492207, 48.7286023651693], [3.308124833372758, 48.72341609404192], [3.312074243250885, 48.717775366179374], [3.305602919824888, 48.71292614841688], [3.306781746598605, 48.70304721823984], [3.310983327442211, 48.70120146230049], [3.309294192785446, 48.69131185970424], [3.322219027530653, 48.687661813545944], [3.321465177190713, 48.68657549948302], [3.312696472411476, 48.68774112932944], [3.301420311084735, 48.68291306734552]]], ""type"": ""Polygon""}";479;17779.812676600002;77137;Courtacon;77;;Courtacon;12163732.0;17779.81267659792
48.8308269318,2.7225014237;"{""coordinates"": [[[2.728018127894976, 48.797299932155525], [2.721191899010972, 48.806044072914695], [2.729065634121512, 48.81316715253447], [2.723277977901614, 48.81833420647209], [2.7251895981184, 48.82772786441776], [2.689960982804866, 48.83063656108125], [2.66838619860046, 48.840912169145916], [2.669997881514738, 48.846744343218916], [2.685685199654667, 48.839412005621206], [2.698640523245205, 48.84910422868336], [2.728524967628344, 48.84901388838964], [2.730758147843237, 48.85196874052208], [2.7320764611283, 48.85266418346538], [2.742705894974972, 48.84721058599579], [2.747899378021768, 48.841205087608046], [2.750955984592769, 48.81457278741787], [2.747802513978899, 48.80490701728267], [2.733614557812021, 48.802375997994616], [2.728018127894976, 48.797299932155525]]], ""type"": ""Polygon""}";481;22197.2688686;77058;Bussy-Saint-Georges;77;;Bussy-Saint-Georges;15908970.5;22197.268868610437
48.495422077,2.60034178878;"{""coordinates"": [[[2.630429024314676, 48.49089474999598], [2.613267507473293, 48.4854334589931], [2.603243196120984, 48.47782563156096], [2.583633978686186, 48.478235301226455], [2.579789198263285, 48.492012856141585], [2.583997396673094, 48.493844877544724], [2.576509153131632, 48.509372563535536], [2.580766221903013, 48.515414947914834], [2.585713230256128, 48.514811575661255], [2.634054517219091, 48.49695132340931], [2.630429024314676, 48.49089474999598]]], ""type"": ""Polygon""}";488;13645.4239851;77518;Villiers-en-Bière;77;;Villiers-en-Bière;10409387.0;13645.423985087436
48.9173760452,3.06397097105;"{""coordinates"": [[[3.091844391789055, 48.925915651474675], [3.083678349849242, 48.89727068516304], [3.081259611819712, 48.89435865306651], [3.072657311946745, 48.897044063564444], [3.068998915904412, 48.894762032618786], [3.061830418719204, 48.89942426087948], [3.057903284514472, 48.91277154953513], [3.053402644623951, 48.9144642763012], [3.036969577422975, 48.90646690938928], [3.027098968224627, 48.91825005620451], [3.039124963708807, 48.9245685861746], [3.041643605671763, 48.934135878113295], [3.051811157053228, 48.93305280453553], [3.07664047443726, 48.9344063709144], [3.091844391789055, 48.925915651474675]]], ""type"": ""Polygon""}";489;16548.3963765;77451;Signy-Signets;77;;Signy-Signets;12860700.0;16548.396376493132
48.4555830213,2.05114682408;"{""coordinates"": [[[2.063366858899247, 48.443062932785004], [2.051643425535984, 48.44677553855286], [2.038487964945082, 48.445877957119286], [2.029559325458036, 48.452642968762085], [2.020849900537042, 48.4540559378104], [2.020279297525265, 48.45709218891815], [2.025063156664989, 48.46170199338047], [2.03411525149435, 48.461578054209305], [2.034182880095193, 48.46452057415382], [2.070364849228192, 48.46407165739946], [2.08220420342786, 48.459287508664744], [2.078499451232457, 48.457657374752266], [2.063366858899247, 48.443062932785004]]], ""type"": ""Polygon""}";494;11559.583044300001;91098;Boutervilliers;91;;Boutervilliers;7002934.5;11559.583044282643
49.0533468836,2.98533936874;"{""coordinates"": [[[2.971241976290639, 49.03150680892079], [2.983104626135808, 49.05315197920851], [2.965097308630803, 49.058839741037616], [2.96762238477723, 49.0685961941776], [2.964621197979807, 49.07486235503844], [2.974612129302611, 49.07483790651456], [2.988134641942342, 49.072376362816385], [2.99020298799809, 49.06268377980716], [3.005745940580838, 49.05446579704156], [3.006852798042841, 49.04470986068755], [2.993449366891839, 49.03485499890296], [2.983972937405257, 49.03229146472269], [2.971241976290639, 49.03150680892079]]], ""type"": ""Polygon""}";499;14394.802160000001;77367;Le Plessis-Placy;77;;Plessis-Placy (le);8374333.5;14394.80215998543
48.5701795365,2.66375881473;"{""coordinates"": [[[2.667000891271272, 48.55868743899809], [2.653261333791764, 48.56048328035303], [2.655556566386535, 48.58035200338399], [2.674688718354669, 48.5798571206068], [2.673709944155893, 48.56722480891097], [2.667000891271272, 48.55868743899809]]], ""type"": ""Polygon""}";515;7137.48870636;77528;Voisenon;77;;Voisenon;3126204.0;7137.488706343934
48.1821285238,2.88437118271;"{""coordinates"": [[[2.866823482562962, 48.156036269774944], [2.861700356240805, 48.15580542208351], [2.848021534951411, 48.165902546690674], [2.83775835905075, 48.166014859928396], [2.848712734471318, 48.19695569550288], [2.863309494488209, 48.21477132168953], [2.877198538742351, 48.21107046400478], [2.890894867196879, 48.2149979683055], [2.89997847472343, 48.202903876856084], [2.909737745568465, 48.20247084027921], [2.911908209794098, 48.19235879762087], [2.93474860488382, 48.178822626211925], [2.936314411640623, 48.16339174414778], [2.900047325483729, 48.159434406844724], [2.870991330867102, 48.15647281308313], [2.866823482562962, 48.156036269774944]]], ""type"": ""Polygon""}";516;23252.5537266;77168;Égreville;77;;Egreville;32069012.5;23252.553726566894
48.7335952478,2.63893813128;"{""coordinates"": [[[2.649840967674313, 48.71543008305952], [2.616798004962058, 48.713628595188354], [2.615185820575829, 48.71660955857371], [2.609143437774431, 48.7284894838209], [2.618889417727314, 48.7399527353501], [2.644772580400758, 48.755196719994814], [2.650712780357523, 48.74970983741689], [2.665263184232956, 48.752260875322875], [2.673395640670203, 48.74378392475144], [2.665370281594825, 48.735549980858934], [2.651592469022281, 48.732020786872184], [2.649840967674313, 48.71543008305952]]], ""type"": ""Polygon""}";525;15193.775135200001;77180;Férolles-Attilly;77;;Férolles-Attilly;12615614.0;15193.775135196152
48.5678399041,2.86764154257;"{""coordinates"": [[[2.882379715913972, 48.55008185920228], [2.880023582551761, 48.5435397103535], [2.875325611846592, 48.54227549083329], [2.855928958134903, 48.546157669916944], [2.839314160731221, 48.56538682718677], [2.842964505304013, 48.58196123642909], [2.854931718897356, 48.58830013435873], [2.854705318806692, 48.591709070227594], [2.869286238520719, 48.59554895758363], [2.872749228170274, 48.582347629098805], [2.879269362669283, 48.57691223314766], [2.909158301352885, 48.57040814879508], [2.905419772007536, 48.56151773181377], [2.901044429604858, 48.56046170084707], [2.890599312117108, 48.55885135496622], [2.877456998154216, 48.563543182571145], [2.872539540871782, 48.56265645901341], [2.874161659881193, 48.55310495118938], [2.882379715913972, 48.55008185920228]]], ""type"": ""Polygon""}";542;19591.834742;77044;Bombon;77;;Bombon;15025717.5;19591.83474198044
48.8820763119,2.5449484757;"{""coordinates"": [[[2.567627225246846, 48.86587978045539], [2.558398215027911, 48.8675458117649], [2.552451582196828, 48.87266785909674], [2.542988522342259, 48.871292111978285], [2.529846582734231, 48.874289921678596], [2.518197130851153, 48.89117772838279], [2.530636319832837, 48.89255810761694], [2.532098862756516, 48.89523477084639], [2.538053632564154, 48.8989360391056], [2.546579078987072, 48.898896675093624], [2.549865832315073, 48.886336773362416], [2.559406443017632, 48.88533805272261], [2.570493588482706, 48.878651472840964], [2.567627225246846, 48.86587978045539]]], ""type"": ""Polygon""}";549;12342.6747096;93032;Gagny;93;;Gagny;7279494.5;12342.674709585113
48.7339427592,2.00622958047;"{""coordinates"": [[[2.004349825386704, 48.72082080531676], [1.98868012731204, 48.72900040662567], [1.987763562981429, 48.74542630935807], [1.991707355222886, 48.747564467954724], [2.006299265973036, 48.74626562612965], [2.018824404896189, 48.741278158250125], [2.029337974357251, 48.72659454338262], [2.034217400200058, 48.72594152019312], [2.004349825386704, 48.72082080531676]]], ""type"": ""Polygon""}";552;10270.6472953;78561;Saint-Lambert;78;;Saint-Lambert;6364729.0;10270.647295259407
